Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
220519,2022,04/21/2023,Meriden,45 MATTABASSET,128730,155000,0.8305,Residential,Condo
220097,2022,03/22/2023,Coventry,GOOSE LN,66300,61400,1.0798,Vacant Land,
220081,2022,11-09-2022,Enfield,5 ELAN ST,153100,330000,0.4639,Residential,Single Family
220096,2022,11-09-2022,New Haven,394 SUMMIT ST,126490,245000,0.5162,Residential,Single Family
2200058,2022,11/14/2022,New Milford,43 OLD TOWN PARK RD,181410,216300,0.8387,Residential,Single Family
220007,2022,10-04-2022,Branford,116 NO MAIN ST,707700,1250000,0.5662,Commercial,
220252,2022,03/29/2023,Litchfield,133 BEACH ST,89480,1005000,0.089,Vacant Land,
220797,2022,06/28/2023,Milford,3 BARN LN,23650,95000,0.2489,Residential,Single Family
220140,2022,11/22/2022,Hamden,75 WASHINGTON AVE 3-205,73780,74500,0.9903,Residential,Condo
22042,2022,03-06-2023,Canterbury,61&63 BROOKLYN RD,96900,140000,0.6921,Vacant Land,
220272,2022,07/31/2023,Killingly,69 MOCKINGBIRD DR,175910,400000,0.4397,Residential,Condo
220544,2022,05/22/2023,Branford,39 PEDDLARS DR,108200,280000,0.3864,Residential,Condo
220532,2022,07/20/2023,Enfield,599 HAZARD AVE,235600,450000,0.5235,Commercial,
220245,2022,03/24/2023,Groton,1042 POQUONOCK RD LOT 24,17570,2000,8.785,Residential,Single Family
220086,2022,06/20/2023,Easton,15 JESSE LEE DRIVE,328160,860000,0.3815,Residential,Single Family
22012,2022,01/20/2023,Marlborough,156 WEST RD,247440,474500,0.5214,Residential,Single Family
22255,2022,08-02-2023,Darien,22 COUNTRY CLUB ROAD,877660,2075000,0.4229,Residential,Single Family
220156,2022,04-03-2023,Killingly,524 MAIN ST,85960,105000,0.8187,Residential,Two Family
220335,2022,09-06-2023,Avon,44 BRIAN LANE,495860,910000,0.5449,Residential,Single Family
220680,2022,02/17/2023,Bridgeport,260 SALEM ST,149060,300000,0.4968,Residential,Single Family
220123,2022,11/16/2022,Meriden,115 WILCOX AVE,118440,150000,0.7896,Residential,Single Family
221911,2022,05/19/2023,Bridgeport,119 GEM ST,186870,570000,0.3278,Residential,Two Family
2200339,2022,05-09-2023,Naugatuck,680 WOOSTER ST,347340,15000,23.156,Residential,Single Family
220157,2022,12-01-2022,Hartford,881 BROAD ST,463960,855000,0.5426,Apartments,
220110,2022,10/20/2022,Harwinton,117 MOUNTAIN VIEW DR,406480,775000,0.5244,Residential,Single Family
220336,2022,01/31/2023,Milford,48 LAUREL AVE,287160,500000,0.5743,Residential,Single Family
220415,2022,07/13/2023,Groton,13 ATLANTIC AVE,628740,628740,1,Residential,Single Family
220435,2022,04-05-2023,New Haven,55 LAURA ST,401870,500000,0.8037,Industrial,
2200216,2022,04-04-2023,East Haven,324 THOMPSON AVE,159460,350000,0.4556,Residential,Single Family
220273,2022,07/24/2023,Avon,24 APPLEWOOD LANE,188160,425000,0.4427,Residential,Condo
22076,2022,05/18/2023,Beacon Falls,359 BLACKBERRY HILL ROAD,223820,409500,0.5465,Residential,Single Family
22192,2022,07-11-2023,Monroe,221 FAN HILL RD,179800,411000,0.4374,Residential,Single Family
22115,2022,07/27/2023,Haddam,28 NOVEMBER TRAIL,173430,410000,0.423,Residential,Single Family
220365,2022,03-06-2023,New Haven,31 MCKINLEY AV,294980,500000,0.5899,Residential,Single Family
22002,2022,10-03-2022,East Hartford,30 OVERBROOK DR,154560,265000,0.5832,Residential,Single Family
220993,2022,09/18/2023,Hamden,1204 WHITNEY AVE U417,61530,125000,0.4922,Residential,Condo
22099,2022,06-06-2023,Burlington,451 SPIELMAN HWY,143570,255000,0.563,Residential,Single Family
220703,2022,07-07-2023,Meriden,482 COOK AVE,130130,200000,0.6506,Commercial,
220609,2022,06-09-2023,Greenwich,68 OTTER ROCK DRIVE,3483830,5825500,0.598,Residential,Single Family
22032,2022,12/27/2022,Lebanon,59 WILLIAMS CROSSING RD,200160,435000,0.4601,Residential,Single Family
220028,2022,10-11-2022,Meriden,158 CART PATH DR,168980,215000,0.786,Residential,Single Family
22135,2022,09-07-2023,Beacon Falls,171 BEACON HILL COMMON,111710,216000,0.5171,Residential,Condo
220102,2022,02/23/2023,Colchester,240 LEBANON AVE,215300,325000,0.6624,Residential,Four Family
220504,2022,05-01-2023,New Haven,655 ORANGE ST #8,305550,440000,0.6944,Residential,Condo
221599,2022,01-11-2023,Manchester,33 LINNMORE DRIVE,162100,235000,0.6897,Residential,Single Family
220042,2022,11-02-2022,New Canaan,78 MAIN ST,2546250,4650000,0.5475,Commercial,
22004,2022,10-04-2022,Monroe,115 BLANKET MEADOW RD,410000,755000,0.543,Residential,Single Family
220231,2022,06-12-2023,Madison,78 BEEKMAN PL,459000,1150000,0.3991,Residential,Single Family
220756,2022,07/17/2023,New Haven,649 CONGRESS AV,186480,440000,0.4238,Residential,Two Family
220007,2022,10/17/2022,New Hartford,825 LITCHFIELD TPKE,125790,224900,0.5593,Residential,Single Family
220137,2022,07-12-2023,North Branford,50 WOODHOUSE AVE,247400,475000,0.5208,Residential,Single Family
220060,2022,09/25/2023,Middlefield,4 RACE TRACK HOLLOW,331300,615000,0.5386,Residential,Single Family
220442,2022,06-08-2023,Enfield,10 STORRS RD,158100,310000,0.51,Residential,Single Family
220149,2022,03-10-2023,East Lyme,105 DEAN RD,195440,350000,0.5584,Residential,Single Family
220655,2022,02/14/2023,Bridgeport,850 HANCOCK AVE,586380,1200000,0.4887,Apartments,
220051,2022,11/18/2022,Colchester,554 OLD HARTFORD RD,155200,96250,1.6124,Residential,Single Family
220903,2022,09-01-2023,Greenwich,PARK AVENUE 0023,2088310,4050000,0.5156,Residential,Single Family
220352,2022,12-05-2022,Bridgeport,313 PLATT ST,117880,345000,0.3417,Residential,Single Family
223447,2022,08-03-2023,Newington,68 STONEHEDGE DR,159960,340000,0.4705,Residential,Single Family
22042,2022,06-02-2023,Chester,109 MAIN ST,204170,650000,0.3141,Residential,Single Family
220222,2022,01-06-2023,Greenwich,86 ROCKWOOD LANE,2793070,6025000,0.4635,Residential,Single Family
220161,2022,11/16/2022,Milford,133-3 SEEMANS LN,129290,260000,0.4972,Residential,Condo
222444,2022,09/18/2023,Bridgeport,170 CORNHILL ST,153990,37000,4.1619,Residential,Single Family
220143,2022,11/29/2022,New Haven,658 DIXWELL AV,212380,285000,0.7451,Residential,Two Family
220972,2022,04/13/2023,Fairfield,145 HOWARD STREET,379470,1782358,0.2129,Residential,Single Family
2200152,2022,04-05-2023,Bloomfield,194 ROCKWELL AVE,119490,275000,0.4345,Residential,Single Family
22081,2022,07-06-2023,Lebanon,145 GATES RD,187110,440000,0.4252,Residential,Single Family
220113,2022,03/20/2023,East Hampton,36 EAST HIGH ST,469150,725000,0.6471,Commercial,
220119,2022,06-05-2023,North Branford,4 GRANT DR,167100,370000,0.4516,Residential,Single Family
220235,2022,12/21/2022,Hartford,113 THOMASTON ST,103856,304000,0.3416,Residential,Two Family
220211,2022,06-01-2023,Avon,100 CIDER BROOK ROAD,268010,700000,0.3828,Residential,Single Family
221481,2022,11/22/2022,Manchester,363 HIGHLAND STREET,203800,340000,0.5994,Residential,Single Family
22000097,2022,12/16/2022,Cheshire,221 TOWPATH LANE,313480,685000,0.4576,Residential,Single Family
220979,2022,08/18/2023,Milford,85 VISCOUNT DR #3B,209890,442500,0.4743,Residential,Condo
220045,2022,01-04-2023,Canton,10 DUNHAM ROAD,100390,230000,0.4364,Residential,Single Family
220341,2022,12-02-2022,Bridgeport,120 HUNTINGTON TPKE #808,33780,100000,0.3378,Residential,Condo
220024,2022,10-12-2022,Branford,32 FEATHERBED LA,264600,430000,0.6153,Residential,Single Family
220094,2022,01-03-2023,New London,55 CHANNING ST,57890,110000,0.5263,Residential,Two Family
220281,2022,01/24/2023,New Haven,163 FITCH ST,147350,210000,0.7016,Residential,Single Family
220706,2022,09-11-2023,Branford,8 DAMIEN RD,119900,295000,0.4064,Residential,Single Family
220161,2022,12-06-2022,Greenwich,51 FOREST AVENUE #144,391930,690000,0.568,Residential,Condo
220096,2022,03-08-2023,Clinton,65B FAIRY DELL RD,67700,115000,0.5886,Vacant Land,
22031,2022,10/26/2022,Montville,75 MASSACHUSETTS RD,159110,285000,0.5582,Residential,Single Family
2200391,2022,06/21/2023,Naugatuck,1078 MAY ST,280210,455000,0.6158,Residential,Single Family
220563,2022,08-03-2023,Enfield,7 CHIEF ST,161900,255000,0.6349,Residential,Single Family
220658,2022,02/14/2023,Bridgeport,1465 EAST MAIN ST,2173680,3900000,0.5573,Apartments,
221281,2022,07/31/2023,Fairfield,1100 BROOKSIDE DRIVE,547050,1245000,0.4393,Residential,Single Family
220687,2022,06/20/2023,Hamden,207 CENTERBROOK RD,2053610,143000,14.3609,Apartments,
221050,2022,09-01-2023,Milford,51 TERRACE RD,288460,699000,0.4126,Residential,Single Family
220045,2022,10/19/2022,Hartford,47 SUMNER ST 0205,9592,55000,0.1744,Residential,Condo
220043,2022,10/17/2022,Hamden,770 WINTERGREEN AVE,152460,326500,0.4669,Residential,Single Family
2200590,2022,09-01-2023,East Hartford,48 CARDINAL DR,141400,274900,0.5143,Residential,Single Family
21310,2002,09/22/2003,Greenwich,58 MARY LN,329490,630000,0.523,,
220272,2022,03-02-2023,Enfield,27 MAPLE AVE,106700,190000,0.5616,Commercial,
22212,2022,06/28/2023,Darien,721 HOLLOW TREE RIDGE ROAD,2806020,3825000,0.7336,Residential,Single Family
220552,2022,03/21/2023,Fairfield,20 DAWN STREET,302610,530000,0.5709,Residential,Single Family
22000346,2022,08/14/2023,Cheshire,30 BRAEMAR DR,202730,365000,0.5554,Residential,Single Family
22102,2022,03/20/2023,Derby,187 HAWKINS ST,86450,305000,0.2834,Residential,Single Family
220767,2022,07-06-2023,Hartford,253-257 MAIN ST UNIT 3,67690,145000,0.4668,Commercial,
220232,2022,06/28/2023,Ledyard,23 BITTERSWEET DR,282430,575000,0.4911,Residential,Single Family
220107,2022,01-09-2023,New London,99 BLINMAN ST,110950,165000,0.6724,Residential,Single Family
220177,2022,11/21/2022,Milford,1 LUCIUS CT #001,230850,415331,0.5558,Residential,Condo
220195,2022,09-05-2023,Ellington,44 CRYSTAL RIDGE DR,274630,535000,0.5133,Residential,Single Family
22000378,2022,08/30/2023,Cheshire,STONEBRIDGE CT,990220,9000000,0.11,Vacant Land,
220184,2022,07/28/2023,Clinton,55 GROVE ST,238000,595000,0.4,Residential,Single Family
220688,2022,06/29/2023,Meriden,451 SWAIN AVE,148960,309000,0.482,Residential,Single Family
220138,2022,11/28/2022,Hartford,143 FRANKLIN AVE,25620,100000,0.2562,Vacant Land,
220245,2022,07-05-2023,Avon,15 BYRON DRIVE,133700,365000,0.3663,Residential,Condo
2200133,2022,01/18/2023,East Haven,10 MCKINLEY AVE,150500,255000,0.5901,Residential,Single Family
22070,2022,08/31/2023,Marlborough,15 WALNUT DR,148440,370000,0.4011,Residential,Single Family
220048,2022,10/28/2022,East Hartford,157 WICKHAM DR,179130,315000,0.5686,Residential,Single Family
2200204,2022,06/15/2023,Bloomfield,33 MILLS LN,106750,255000,0.4186,Residential,Single Family
220576,2022,06/21/2023,Branford,40 MANORWOOD DR,108300,250000,0.4332,Residential,Condo
2200035,2022,12-05-2022,New Fairfield,32 COLUMBIA DR,291800,649900,0.4489,Residential,Single Family
220008,2022,10/18/2022,Litchfield,14 HEMLOCK HILL RD,218630,510000,0.4286,Residential,Single Family
220125,2022,11/23/2022,Greenwich,45 INDIAN MILL ROAD,1018780,1750000,0.5821,Residential,Single Family
221837,2022,05/30/2023,Manchester,24 ERIE STREET,159000,332500,0.4781,Residential,Single Family
220480,2022,04-10-2023,Hamden,10 KNOLL DR,145850,345000,0.4227,Residential,Single Family
220686,2022,06/29/2023,Meriden,52 SUMMER ST,101010,276000,0.366,Residential,Single Family
220066,2022,12-12-2022,Colchester,25 WHITE OAK DR,333100,565000,0.5895,Residential,Single Family
22177,2022,06-05-2023,Darien,11 OAK PARK AVE,627690,1145000,0.5482,Residential,Single Family
220019,2022,01/25/2023,Kent,116 KENT HOLLOW RD,146900,265000,0.5543,Residential,Single Family
220908,2022,09-05-2023,Hartford,70 GOODWIN CIR UNIT 24D,155269,460000,0.3375,Residential,Condo
220481,2022,04/25/2023,New Haven,25 ROCK HILL RD #F,97440,180000,0.5413,Residential,Condo
221967,2022,07/27/2023,Manchester,28 TRUMBULL STREET,125700,245000,0.513,Residential,Single Family
220012,2022,12/21/2022,Bethlehem,96 JUDGE LN,222400,450000,0.4942,Residential,Single Family
2200358,2022,07/24/2023,East Haven,1 MANSFIELD GROVE RD #108,199850,415000,0.4815,Residential,Condo
220027,2022,02-07-2023,Bethlehem,56 SKY MEADOW RD,331640,749000,0.4427,Residential,Single Family
220312,2022,08/28/2023,Madison,69 QUAIL RUN,375000,800000,0.4687,Residential,Single Family
220817,2022,03/16/2023,Bridgeport,127 HILLCREST RD,132370,200000,0.6618,Residential,Single Family
220694,2022,02/23/2023,Bridgeport,55 WESSELS AVE UNIT #13,74610,120000,0.6217,Residential,Condo
2200017,2022,12/19/2022,Killingworth,579 N ROAST MEAT HILL ROAD,194670,290000,0.6712,Residential,Single Family
220148,2022,12-02-2022,Greenwich,120 DINGLETOWN ROAD,1643180,2540000,0.6469,Residential,Single Family
220075,2022,02/21/2023,Ellington,168 CRYSTAL LAKE RD,88880,195000,0.4557,Residential,Single Family
220655,2022,06-08-2023,Hamden,175 MILL PON RD U202,53410,147000,0.3633,Residential,Condo
22040,2022,12/19/2022,Haddam,100 CANDLEWOOD HILL RD,135520,250000,0.542,Residential,Single Family
220065,2022,02/13/2023,Canton,15 VILLAGE SQUARE,307055,445000,0.69,Residential,Condo
220376,2022,02-08-2023,Hartford,62 ELMER ST,33847,160000,0.2115,Residential,Single Family
220659,2022,06/21/2023,New Haven,79 HALLOCK ST,175210,235000,0.7455,Residential,Two Family
220585,2022,04-03-2023,Fairfield,206 UNIVERSITY DRIVE,401310,723000,0.555,Residential,Single Family
22000090,2022,12-12-2022,Cheshire,28 HILLTOP RD,211000,420000,0.5023,Residential,Single Family
220561,2022,05-08-2023,Hamden,900 SHERMAN AVE,248640,6250,39.7824,Vacant Land,
22059,2022,02-09-2023,Middlebury,157 YALE AVE,210600,400000,0.5265,Residential,Single Family
22280,2022,08/28/2023,Darien,24 CHARLES STREET,502180,1305000,0.3848,Residential,Single Family
220236,2022,12-05-2022,Meriden,18 MARKHAM PL,194600,125000,1.5568,Residential,Single Family
220541,2022,05-01-2023,Hamden,669 HARTFORD TPK,146020,125000,1.1681,Residential,Single Family
220288,2022,08-08-2023,Madison,193 HORSEPOND RD,432500,699000,0.6187,Residential,Single Family
22219,2022,05-12-2023,Montville,6 VERMONT DR,127120,323000,0.3935,Residential,Single Family
22003,2022,10-06-2022,Barkhamsted,78 RIVERTON RD,127370,144111,0.8838,Residential,Single Family
220814,2022,07/25/2023,Hamden,157 WOODLAWN ST,216650,455000,0.4761,Residential,Single Family
220170,2022,01-09-2023,Groton,1034 RIVER RD,775180,1000000,0.7752,Residential,Single Family
22078,2022,08-09-2023,Columbia,12 SUNRISE DRIVE,65870,849610,0.0775,Residential,Single Family
222329,2022,08/21/2023,Bridgeport,454 NEWFIELD AVE #456,305620,635000,0.4812,Residential,Four Family
2200023,2022,11-07-2022,New Fairfield,3 FOX RUN,219000,565000,0.3876,Residential,Single Family
222352,2022,08/28/2023,Bridgeport,595 RUTH ST,159700,375000,0.4258,Residential,Single Family
220832,2022,03/21/2023,Bridgeport,1657 STRATFORD AVE,74024,165000,0.4486,Residential,Single Family
220387,2022,03/28/2023,Greenwich,6 MEADOWBANK ROAD,1158850,2240000,0.5173,Residential,Single Family
220050,2022,11-07-2022,Brookfield,9 CAWDOR BURN RD,361470,610000,0.5925,Residential,Single Family
220155,2022,08/17/2023,North Branford,227 SEA HILL RD,178400,408000,0.4372,Residential,Single Family
220327,2022,08-03-2023,New London,26 AVERY CT,100660,290000,0.3471,Residential,Single Family
220534,2022,04/28/2023,Meriden,226 STERLING VLG,104020,191000,0.5446,Residential,Condo
2200361,2022,05-02-2023,East Hartford,441 MAIN ST #101,7930,15000,0.5286,Residential,Condo
2200100,2022,12-01-2022,New Milford,56 DANBURY RD #9,30380,27000,1.1252,Commercial,
2200196,2022,02/22/2023,New Milford,47 GAYLORD RD,181570,405000,0.4483,Residential,Single Family
220068,2022,12-05-2022,Avon,107 FOX HOLLOW,234000,430000,0.5441,Residential,Condo
221712,2022,03/22/2023,Manchester,476 WOODBRIDGE STREET UNIT APT,61200,112000,0.5464,Residential,Condo
22112,2022,04-06-2023,Derby,20 SUMMIT ST,140770,320000,0.4399,Residential,Single Family
220239,2022,07-05-2023,Ledyard,4 PARKWOOD DR,129430,257000,0.5036,Residential,Single Family
2200189,2022,05/22/2023,Bloomfield,17 BROOKDALE AVE,99260,269472,0.3683,Residential,Single Family
220314,2022,05-09-2023,Groton,650 NOANK RD,391160,635000,0.616,Residential,Single Family
220938,2022,09/26/2023,Meriden,211 STERLING VLG,94360,170000,0.5551,Residential,Condo
220692,2022,02/23/2023,Bridgeport,114 COWLES ST,141850,55000,2.579,Residential,Two Family
220147,2022,04-05-2023,Ledyard,6 OSPREY DR,200900,395934,0.5074,Residential,Single Family
22133,2022,02/23/2023,North Haven,102A KINGS HWY,422690,700000,0.6038,Residential,Single Family
22031,2022,04-04-2023,Bolton,18 LYNWOOD DR,171400,131429,1.3041,Residential,Single Family
220871,2022,08-08-2023,Hamden,59 ROCKWOOD RD,116340,240000,0.4847,Residential,Single Family
221404,2022,10/26/2022,Manchester,53 CLYDE ROAD,165700,285000,0.5814,Residential,Single Family
221828,2022,05/26/2023,Manchester,713 MIDDLE TURNPIKE EAST,155100,275000,0.564,Residential,Single Family
22062,2022,12/19/2022,Monroe,8 CROWN VIEW DRIVE,106800,150000,0.712,Vacant Land,
221347,2022,10-04-2022,Manchester,134C MARJORIE LANE,116600,210000,0.5552,Residential,Condo
221138,2022,06/20/2023,Fairfield,248 SUNSET AVENUE,422940,719900,0.5875,Residential,Single Family
223348,2022,06/16/2023,Newington,34 EDDY LN,161780,300000,0.5392,Residential,Single Family
220545,2022,04-10-2023,Hartford,29 EAST RAYMOND ST,87539,320000,0.2735,Residential,Three Family
2200072,2022,11/15/2022,Naugatuck,55 PORTER AVE #1F,69790,144000,0.4847,Residential,Condo
22069,2022,12/27/2022,Darien,15 BRIAR BRAE RD,1082130,1550000,0.6981,Residential,Single Family
221039,2022,05-05-2023,Bridgeport,78 LANCE CIRCLE,100700,208000,0.4841,Residential,Condo
220836,2022,03/21/2023,Bridgeport,687 HALLETT ST,100480,230000,0.4368,Residential,Single Family
220471,2022,04/26/2023,Greenwich,1 PARK STREET,1064910,1900000,0.5604,Residential,Single Family
220803,2022,03/14/2023,Bridgeport,48 BEARDSLEY PARK TER #50,159810,400000,0.3995,Residential,Three Family
220254,2022,07-11-2023,New Canaan,61 HERITAGE HILL RD-#61,332150,625000,0.5314,Residential,Condo
220175,2022,07/28/2023,Coventry,690 SOUTH ST,53400,20000,2.67,Vacant Land,
220184,2022,05/30/2023,Brookfield,37 OLD ROUTE 7 #2,36420,499900,0.0728,Residential,Condo
220728,2022,07-12-2023,Greenwich,1465 EAST PUTNAM AVENUE #115,269850,465000,0.5803,Residential,Condo
220155,2022,01-05-2023,Newington,18 ELEANOR PL,85900,192000,0.4473,Residential,Single Family
220432,2022,06-02-2023,Enfield,383 ELM ST,249700,125000,1.9976,Residential,Single Family
220086,2022,12/28/2022,Killingly,589 WESTCOTT ROAD,130340,300000,0.4344,Residential,Single Family
220303,2022,08/21/2023,Avon,14 NEW ROAD,59850,65000,0.9208,Vacant Land,
2200122,2022,02/23/2023,Bloomfield,48 PROSPECT ST,240870,424000,0.568,Residential,Single Family
220271,2022,08-07-2023,Ledyard,14 HEATH SPUR,163500,192220,0.8505,Residential,Single Family
220945,2022,09/14/2023,Hartford,462-464 BARBOUR ST,31752,400000,0.0793,Residential,Three Family
22504,2022,09/19/2023,Middlebury,5 LAUREL RD,156000,230000,0.6783,Residential,Single Family
220325,2022,09-05-2023,New Canaan,29 RICHMOND HILL RD- UNIT A,1513890,2237500,0.6765,Residential,Condo
220146,2022,04-03-2023,New Canaan,240 BENEDICT HILL RD,617190,750000,0.8229,Residential,Single Family
220267,2022,01-10-2023,Meriden,129 BRITANNIA ST,133490,275000,0.4854,Residential,Two Family
2200315,2022,06/23/2023,East Haven,5 LEGEND LN,199080,430000,0.4629,Residential,Single Family
22143,2022,03-06-2023,North Haven,39 SENTINELL HILL RD,211600,385000,0.5496,Residential,Single Family
220983,2022,04/24/2023,Bridgeport,150 MOFFITT ST,157760,335000,0.4709,Residential,Single Family
220024,2022,10/25/2022,Brooklyn,PARADISE DR,1700,32000,0.0531,Vacant Land,
2200276,2022,05/24/2023,East Haven,8 HUNT LN,162190,290000,0.5592,Residential,Single Family
